frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"5300","Jul 14, 2025 09:51:33.781991000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   345; Unit:   1, Func:   3: Read Holding Registers"
"5301","Jul 14, 2025 09:51:33.784483000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9637 Ack=8569 Win=20117 Len=12"
"5302","Jul 14, 2025 09:51:33.788918000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   345; Unit:   1, Func:   3: Read Holding Registers"
"5303","Jul 14, 2025 09:51:33.790974000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8569 Ack=9649 Win=502 Len=11"
"5304","Jul 14, 2025 09:51:33.835388000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9649 Ack=8580 Win=20106 Len=0"
"5305","Jul 14, 2025 09:51:33.838207000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5304#1] 64279 → 502 [ACK] Seq=9649 Ack=8580 Win=20106 Len=0"
"5306","Jul 14, 2025 09:51:33.957427000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   346; Unit:   1, Func:   1: Read Coils"
"5307","Jul 14, 2025 09:51:33.959505000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9649 Ack=8580 Win=20106 Len=12"
"5308","Jul 14, 2025 09:51:33.962567000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   346; Unit:   1, Func:   1: Read Coils"
"5309","Jul 14, 2025 09:51:33.966498000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8580 Ack=9661 Win=502 Len=10"
"5310","Jul 14, 2025 09:51:34.009063000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9661 Ack=8590 Win=20096 Len=0"
"5311","Jul 14, 2025 09:51:34.011794000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5310#1] 64279 → 502 [ACK] Seq=9661 Ack=8590 Win=20096 Len=0"
"5312","Jul 14, 2025 09:51:34.133748000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   347; Unit:   1, Func:   4: Read Input Registers"
"5313","Jul 14, 2025 09:51:34.137437000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9661 Ack=8590 Win=20096 Len=12"
"5314","Jul 14, 2025 09:51:34.140774000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   347; Unit:   1, Func:   4: Read Input Registers"
"5315","Jul 14, 2025 09:51:34.144746000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8590 Ack=9673 Win=502 Len=11"
"5316","Jul 14, 2025 09:51:34.192336000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9673 Ack=8601 Win=20085 Len=0"
"5317","Jul 14, 2025 09:51:34.194721000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5316#1] 64279 → 502 [ACK] Seq=9673 Ack=8601 Win=20085 Len=0"
"5318","Jul 14, 2025 09:51:34.301906000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   348; Unit:   1, Func:   3: Read Holding Registers"
"5319","Jul 14, 2025 09:51:34.305846000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9673 Ack=8601 Win=20085 Len=12"
"5320","Jul 14, 2025 09:51:34.311991000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   348; Unit:   1, Func:   3: Read Holding Registers"
"5321","Jul 14, 2025 09:51:34.315695000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8601 Ack=9685 Win=502 Len=11"
"5322","Jul 14, 2025 09:51:34.361797000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9685 Ack=8612 Win=20074 Len=0"
"5323","Jul 14, 2025 09:51:34.364030000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5322#1] 64279 → 502 [ACK] Seq=9685 Ack=8612 Win=20074 Len=0"
"5324","Jul 14, 2025 09:51:34.472765000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   349; Unit:   1, Func:   1: Read Coils"
"5325","Jul 14, 2025 09:51:34.476413000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9685 Ack=8612 Win=20074 Len=12"
"5326","Jul 14, 2025 09:51:34.479779000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   349; Unit:   1, Func:   1: Read Coils"
"5327","Jul 14, 2025 09:51:34.483695000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8612 Ack=9697 Win=502 Len=10"
"5328","Jul 14, 2025 09:51:34.530652000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9697 Ack=8622 Win=20064 Len=0"
"5329","Jul 14, 2025 09:51:34.532738000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5328#1] 64279 → 502 [ACK] Seq=9697 Ack=8622 Win=20064 Len=0"
"5330","Jul 14, 2025 09:51:34.595039000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xc3a3 A mobile.events.data.microsoft.com"
"5331","Jul 14, 2025 09:51:34.596275000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"5332","Jul 14, 2025 09:51:34.648614000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   350; Unit:   1, Func:   4: Read Input Registers"
"5333","Jul 14, 2025 09:51:34.651429000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9697 Ack=8622 Win=20064 Len=12"
"5334","Jul 14, 2025 09:51:34.654328000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   350; Unit:   1, Func:   4: Read Input Registers"
"5335","Jul 14, 2025 09:51:34.657752000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8622 Ack=9709 Win=502 Len=11"
"5336","Jul 14, 2025 09:51:34.712723000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9709 Ack=8633 Win=20053 Len=0"
"5337","Jul 14, 2025 09:51:34.714880000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5336#1] 64279 → 502 [ACK] Seq=9709 Ack=8633 Win=20053 Len=0"
"5338","Jul 14, 2025 09:51:34.818133000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   351; Unit:   1, Func:   3: Read Holding Registers"
"5339","Jul 14, 2025 09:51:34.820095000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9709 Ack=8633 Win=20053 Len=12"
"5340","Jul 14, 2025 09:51:34.823458000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   351; Unit:   1, Func:   3: Read Holding Registers"
"5341","Jul 14, 2025 09:51:34.825941000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8633 Ack=9721 Win=502 Len=11"
"5342","Jul 14, 2025 09:51:34.874048000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9721 Ack=8644 Win=20042 Len=0"
"5343","Jul 14, 2025 09:51:34.878221000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5342#1] 64279 → 502 [ACK] Seq=9721 Ack=8644 Win=20042 Len=0"
"5344","Jul 14, 2025 09:51:34.986587000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   352; Unit:   1, Func:   1: Read Coils"
"5345","Jul 14, 2025 09:51:34.989481000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9721 Ack=8644 Win=20042 Len=12"
"5346","Jul 14, 2025 09:51:34.993097000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   352; Unit:   1, Func:   1: Read Coils"
"5347","Jul 14, 2025 09:51:34.996418000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8644 Ack=9733 Win=502 Len=10"
"5348","Jul 14, 2025 09:51:35.045309000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9733 Ack=8654 Win=20032 Len=0"
"5349","Jul 14, 2025 09:51:35.048638000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5348#1] 64279 → 502 [ACK] Seq=9733 Ack=8654 Win=20032 Len=0"
"5350","Jul 14, 2025 09:51:35.164952000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   353; Unit:   1, Func:   4: Read Input Registers"
"5351","Jul 14, 2025 09:51:35.167357000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9733 Ack=8654 Win=20032 Len=12"
"5352","Jul 14, 2025 09:51:35.172013000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   353; Unit:   1, Func:   4: Read Input Registers"
"5353","Jul 14, 2025 09:51:35.176045000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8654 Ack=9745 Win=502 Len=11"
"5354","Jul 14, 2025 09:51:35.222291000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9745 Ack=8665 Win=20021 Len=0"
"5355","Jul 14, 2025 09:51:35.227069000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5354#1] 64279 → 502 [ACK] Seq=9745 Ack=8665 Win=20021 Len=0"
"5356","Jul 14, 2025 09:51:35.343457000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   354; Unit:   1, Func:   3: Read Holding Registers"
"5357","Jul 14, 2025 09:51:35.345907000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9745 Ack=8665 Win=20021 Len=12"
"5358","Jul 14, 2025 09:51:35.349042000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   354; Unit:   1, Func:   3: Read Holding Registers"
"5359","Jul 14, 2025 09:51:35.351744000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8665 Ack=9757 Win=502 Len=11"
"5360","Jul 14, 2025 09:51:35.404304000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9757 Ack=8676 Win=20010 Len=0"
"5361","Jul 14, 2025 09:51:35.406930000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5360#1] 64279 → 502 [ACK] Seq=9757 Ack=8676 Win=20010 Len=0"
"5362","Jul 14, 2025 09:51:35.521137000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   355; Unit:   1, Func:   1: Read Coils"
"5363","Jul 14, 2025 09:51:35.523958000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9757 Ack=8676 Win=20010 Len=12"
"5364","Jul 14, 2025 09:51:35.527089000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   355; Unit:   1, Func:   1: Read Coils"
"5365","Jul 14, 2025 09:51:35.529349000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8676 Ack=9769 Win=502 Len=10"
"5366","Jul 14, 2025 09:51:35.584361000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9769 Ack=8686 Win=20000 Len=0"
"5367","Jul 14, 2025 09:51:35.586659000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5366#1] 64279 → 502 [ACK] Seq=9769 Ack=8686 Win=20000 Len=0"
"5368","Jul 14, 2025 09:51:35.612390000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0x6ae5 A aka.ms"
"5369","Jul 14, 2025 09:51:35.615164000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xc3a3 A mobile.events.data.microsoft.com"
"5370","Jul 14, 2025 09:51:35.617513000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"5371","Jul 14, 2025 09:51:35.620182000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"5372","Jul 14, 2025 09:51:35.696315000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   356; Unit:   1, Func:   4: Read Input Registers"
"5373","Jul 14, 2025 09:51:35.699042000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9769 Ack=8686 Win=20000 Len=12"
"5374","Jul 14, 2025 09:51:35.702333000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   356; Unit:   1, Func:   4: Read Input Registers"
"5375","Jul 14, 2025 09:51:35.704774000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8686 Ack=9781 Win=502 Len=11"
"5376","Jul 14, 2025 09:51:35.754292000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9781 Ack=8697 Win=19989 Len=0"
"5377","Jul 14, 2025 09:51:35.757267000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5376#1] 64279 → 502 [ACK] Seq=9781 Ack=8697 Win=19989 Len=0"
"5378","Jul 14, 2025 09:51:35.876552000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   357; Unit:   1, Func:   3: Read Holding Registers"
"5379","Jul 14, 2025 09:51:35.879080000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9781 Ack=8697 Win=19989 Len=12"
"5380","Jul 14, 2025 09:51:35.882387000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   357; Unit:   1, Func:   3: Read Holding Registers"
"5381","Jul 14, 2025 09:51:35.885454000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8697 Ack=9793 Win=502 Len=11"
"5382","Jul 14, 2025 09:51:35.933431000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9793 Ack=8708 Win=19978 Len=0"
"5383","Jul 14, 2025 09:51:35.936092000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5382#1] 64279 → 502 [ACK] Seq=9793 Ack=8708 Win=19978 Len=0"
"5384","Jul 14, 2025 09:51:36.057276000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   358; Unit:   1, Func:   1: Read Coils"
"5385","Jul 14, 2025 09:51:36.059578000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9793 Ack=8708 Win=19978 Len=12"
"5386","Jul 14, 2025 09:51:36.062756000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   358; Unit:   1, Func:   1: Read Coils"
"5387","Jul 14, 2025 09:51:36.066409000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8708 Ack=9805 Win=502 Len=10"
"5388","Jul 14, 2025 09:51:36.119362000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9805 Ack=8718 Win=19968 Len=0"
"5389","Jul 14, 2025 09:51:36.122433000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5388#1] 64279 → 502 [ACK] Seq=9805 Ack=8718 Win=19968 Len=0"
"5390","Jul 14, 2025 09:51:36.233161000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   359; Unit:   1, Func:   4: Read Input Registers"
"5391","Jul 14, 2025 09:51:36.235979000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9805 Ack=8718 Win=19968 Len=12"
"5392","Jul 14, 2025 09:51:36.238733000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   359; Unit:   1, Func:   4: Read Input Registers"
"5393","Jul 14, 2025 09:51:36.240107000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8718 Ack=9817 Win=502 Len=11"
"5394","Jul 14, 2025 09:51:36.283209000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9817 Ack=8729 Win=19957 Len=0"
"5395","Jul 14, 2025 09:51:36.287284000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5394#1] 64279 → 502 [ACK] Seq=9817 Ack=8729 Win=19957 Len=0"
"5396","Jul 14, 2025 09:51:36.413505000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   360; Unit:   1, Func:   3: Read Holding Registers"
"5397","Jul 14, 2025 09:51:36.415804000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=9817 Ack=8729 Win=19957 Len=12"
"5398","Jul 14, 2025 09:51:36.418621000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   360; Unit:   1, Func:   3: Read Holding Registers"
"5399","Jul 14, 2025 09:51:36.420798000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=8729 Ack=9829 Win=502 Len=11"
"5400","Jul 14, 2025 09:51:36.475379000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=9829 Ack=8740 Win=19946 Len=0"
"5401","Jul 14, 2025 09:51:36.477178000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 5400#1] 64279 → 502 [ACK] Seq=9829 Ack=8740 Win=19946 Len=0"
"5402","Jul 14, 2025 09:51:36.585864000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   361; Unit:   1, Func:   1: Read Coils"
